@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_45_02_462-1_6600/Beam1@Turn@2022_04_27@22_45_02_462.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_47_00_319-1_6600/Beam1@Turn@2022_04_27@22_47_00_319.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_48_29_082-1_6600/Beam1@Turn@2022_04_27@22_48_29_082.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_50_43_853-1_6600/Beam1@Turn@2022_04_27@22_50_43_853.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_52_01_475-1_6600/Beam1@Turn@2022_04_27@22_52_01_475.sdds.clean' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Results/b1_30cm_beforeKmod' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam1' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 01:17:57"
@ Q1 %le 0.27998806745173926
@ MUX %le 63.27998806745176
@ Q2 %le 0.30998589849523894
@ MUY %le 60.30998589849529
@ FILES %s "/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_45_02_462-1_6600/Beam1@Turn@2022_04_27@22_45_02_462.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_47_00_319-1_6600/Beam1@Turn@2022_04_27@22_47_00_319.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_48_29_082-1_6600/Beam1@Turn@2022_04_27@22_48_29_082.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_50_43_853-1_6600/Beam1@Turn@2022_04_27@22_50_43_853.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_52_01_475-1_6600/Beam1@Turn@2022_04_27@22_52_01_475.sdds.clean_liny"
*                 NAME                NAME2                    S                   S1                COUNT               PHASEY               STDPHY               PHYMDL               MUYMDL
$                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le
        "BPMWE.5R7.B1"        "BPMR.6R7.B1"             16999.03          17078.24482                    5           0.10570424    0.003137874174944            0.1613222            37.371674
         "BPMR.6R7.B1"       "BPM_A.7R7.B1"             17078.24          17116.28082                    5          0.028156922    0.001580730450775           0.05384689           37.5329962
        "BPM_A.7R7.B1"         "BPM.8R7.B1"             17116.28          17155.34681                    5          0.040948394   0.0007459065693558           0.06515568          37.58684309
          "BPM.8R7.B1"         "BPM.9R7.B1"             17155.35           17194.4138                    5          0.061976762   0.0009372973535411           0.05988719          37.65199877
          "BPM.9R7.B1"        "BPM.10R7.B1"             17194.41          17234.87878                    5          0.133525812   0.0007785236743755           0.07187205          37.71188596
         "BPM.10R7.B1"        "BPM.11R7.B1"             17234.88          17287.66147                    5         0.1526280976   0.0006578606718639           0.11368128          37.78375801
         "BPM.11R7.B1"        "BPM.12R7.B1"             17287.66          17342.38796                    5         0.0865865524   0.0009193455984938           0.14570183          37.89743929
         "BPM.12R7.B1"        "BPM.13R7.B1"             17342.39          17395.83944                    5     0.07010339079999   0.0008612181985359           0.11749551          38.04314112
         "BPM.13R7.B1"        "BPM.14R7.B1"             17395.84          17449.29093                    5         0.2206037192     0.00166289996065           0.13914264          38.16063663
         "BPM.14R7.B1"        "BPM.15R7.B1"             17449.29          17502.74241                    5           0.13645216    0.000800083907981            0.1185904          38.29977927
         "BPM.15R7.B1"        "BPM.16R7.B1"             17502.74          17556.19389                    5     0.08164351600001    0.001015759029578           0.14446547          38.41836967
         "BPM.16R7.B1"        "BPM.17R7.B1"             17556.19          17609.64538                    5          0.076258158    0.001398328470663           0.11666645          38.56283514
         "BPM.17R7.B1"        "BPM.18R7.B1"             17609.65          17663.09686                    5          0.236757334   0.0007489787431355            0.1394041          38.67950159
         "BPM.18R7.B1"        "BPM.19R7.B1"              17663.1          17716.54835                    5          0.116813562    0.001294128164202            0.1191283          38.81890569
         "BPM.19R7.B1"        "BPM.20R7.B1"             17716.55          17769.99983                    5          0.080259192    0.000925467664009           0.14411425          38.93803399
         "BPM.20R7.B1"        "BPM.21R7.B1"                17770          17823.45131                    5          0.085853468    0.002082230655164           0.11618154          39.08214824
         "BPM.21R7.B1"        "BPM.22R7.B1"             17823.45           17876.9028                    5           0.23995802    0.001803058553983           0.13980637          39.19832978
         "BPM.22R7.B1"        "BPM.23R7.B1"              17876.9          17930.35428                    5           0.10313334    0.000778504472366           0.11626549          39.33813615
         "BPM.23R7.B1"        "BPM.24R7.B1"             17930.35          17983.80577                    5          0.077620438   0.0009568387150773           0.14009452          39.45440164
         "BPM.24R7.B1"        "BPM.25R7.B1"             17983.81          18037.25725                    5          0.093322248    0.001420925992239           0.11655862          39.59449616
         "BPM.25R7.B1"        "BPM.26R7.B1"             18037.26          18090.70874                    5          0.242837866     0.00118250217368           0.13977988          39.71105478
         "BPM.26R7.B1"        "BPM.27R7.B1"             18090.71          18144.16022                    5     0.09349596800001   0.0007724158644675           0.11628725          39.85083466
         "BPM.27R7.B1"        "BPM.28R7.B1"             18144.16           18197.6117                    5     0.07670684599999    0.001334039053743           0.14011957          39.96712191
         "BPM.28R7.B1"        "BPM.29R7.B1"             18197.61          18251.06319                    5          0.104079436    0.001516094031889           0.11653504          40.10724148
         "BPM.29R7.B1"        "BPM.30R7.B1"             18251.06          18304.51467                    5          0.239792338     0.00151573242333           0.13975708          40.22377652
         "BPM.30R7.B1"        "BPM.31R7.B1"             18304.51          18357.96616                    5     0.08749351000001   0.0007956617742778           0.11631233           40.3635336
         "BPM.31R7.B1"        "BPM.32R7.B1"             18357.97          18411.41764                    5          0.074384414   0.0008097537868359           0.14014013          40.47984593
         "BPM.32R7.B1"        "BPM.33R7.B1"             18411.42          18464.86912                    5          0.116415714    0.001543837965012           0.11650847          40.61998606
         "BPM.33R7.B1"        "BPM.34R7.B1"             18464.87          18518.32061                    5          0.234035068    0.001424297336882           0.13973904          40.73649453
         "BPM.34R7.B1"        "BPM.33L8.B1"             18518.32          18571.77209                    5          0.080796632   0.0005149813354909           0.11634009          40.87623357
         "BPM.33L8.B1"        "BPM.32L8.B1"             18571.77          18625.22358                    5          0.076478736   0.0004890830199976           0.14015568          40.99257366
         "BPM.32L8.B1"        "BPM.31L8.B1"             18625.22          18678.67506                    5          0.125862246    0.001259307336655           0.11647956          41.13272934
         "BPM.31L8.B1"        "BPM.30L8.B1"             18678.68          18732.12654                    5           0.22874492    0.001372479419644           0.13972621           41.2492089
         "BPM.30L8.B1"        "BPM.29L8.B1"             18732.13          18785.57803                    5           0.07665293   0.0007251820071947           0.11636983          41.38893511
         "BPM.29L8.B1"        "BPM.28L8.B1"             18785.58          18839.02951                    5          0.075851996   0.0006056412866807           0.14016581          41.50530494
         "BPM.28L8.B1"        "BPM.27L8.B1"             18839.03            18892.481                    5          0.142040474    0.001042995489847           0.11644908          41.64547075
         "BPM.27L8.B1"        "BPM.26L8.B1"             18892.48          18945.93248                    5          0.215271719   0.0008625395246236           0.13971892          41.76191983
         "BPM.26L8.B1"        "BPM.25L8.B1"             18945.93          18999.38397                    5          0.072571251   0.0005858339038188           0.11640079          41.90163875
         "BPM.25L8.B1"        "BPM.24L8.B1"             18999.38          19052.83545                    5     0.07989709400001   0.0006552086371314           0.14017027          42.01803954
         "BPM.24L8.B1"        "BPM.23L8.B1"             19052.84          19106.28693                    5          0.158780416    0.001377356168289           0.11641779          42.15820981
         "BPM.23L8.B1"        "BPM.22L8.B1"             19106.29          19159.73842                    5           0.20045302    0.001482595474895           0.13971737           42.2746276
         "BPM.22L8.B1"        "BPM.21L8.B1"             19159.74           19213.1899                    5     0.06800643999999    0.000788161540854           0.11643216          42.41434497
         "BPM.21L8.B1"        "BPM.20L8.B1"             19213.19          19266.64139                    5          0.082161928   0.0005775903818367           0.13968698          42.53077713
         "BPM.20L8.B1"        "BPM.19L8.B1"             19266.64          19320.09287                    5          0.181048922   0.0009849102933401           0.11934321          42.67046411
         "BPM.19L8.B1"        "BPM.18L8.B1"             19320.09          19373.54435                    5          0.180657606    0.001253239109478           0.14379133          42.78980732
         "BPM.18L8.B1"        "BPM.17L8.B1"             19373.54          19426.99584                    5           0.06549389   0.0008156049236104            0.1160109          42.93359865
         "BPM.17L8.B1"        "BPM.16L8.B1"                19427          19480.44732                    5          0.085775714    0.000684325126253           0.14014322          43.04960955
         "BPM.16L8.B1"        "BPM.15L8.B1"             19480.45          19533.89881                    5           0.20191074   0.0008249824467864           0.11973432          43.18975277
         "BPM.15L8.B1"        "BPM.14L8.B1"              19533.9          19587.35029                    5           0.15703404   0.0009254381048606           0.14326386          43.30948709
         "BPM.14L8.B1"        "BPM.13L8.B1"             19587.35          19640.80177                    5          0.064072942   0.0007786347106208           0.11569207          43.45275095
         "BPM.13L8.B1"        "BPM.12L8.B1"              19640.8          19694.25326                    5         0.0963157842    0.001691776008974           0.14266527          43.56844302
         "BPM.12L8.B1"        "BPM.11L8.B1"             19694.25          19747.70474                    5         0.2003689138    0.002621237352393           0.11081045          43.71110829
         "BPM.11L8.B1"        "BPM.10L8.B1"              19747.7          19799.54543                    5          0.135200836    0.001538575467388           0.12521989          43.82191874
         "BPM.10L8.B1"         "BPM.9L8.B1"             19799.55          19838.61242                    5     0.03658581000001   0.0006683464976036           0.06326305          43.94713863
          "BPM.9L8.B1"         "BPM.8L8.B1"             19838.61          19879.07741                    5     0.04561353799999     0.00076464530271           0.08942428          44.01040168
          "BPM.8L8.B1"         "BPM.7L8.B1"             19879.08           19918.1454                    5     0.04584493940001   0.0009250076340621           0.07274517          44.09982596
          "BPM.7L8.B1"        "BPMR.6L8.B1"             19918.15           19950.6144                    5     0.07341403259999    0.001501346332204           0.06822162          44.17257113
         "BPMR.6L8.B1"         "BPM.5L8.B1"             19950.61           20011.0334                    5          0.392478188    0.001387576583554           0.38150633          44.24079275
          "BPM.5L8.B1"       "BPMYB.4L8.B1"             20011.03           20031.8004                    5          0.012232746   0.0009466829793156     0.02139715000001          44.62229908
        "BPMYB.4L8.B1"       "BPMWB.4L8.B1"              20031.8           20060.9969                    5    0.008055188000003    0.000454144553044           0.01155461          44.64369623
        "BPMWB.4L8.B1"       "BPMSX.4L8.B1"                20061           20106.3649                    5          0.010664684   0.0008902547526116           0.01558537          44.65525084
        "BPMSX.4L8.B1"        "BPMS.2L8.B1"             20106.36           20144.3364                    5    0.006497898000005   0.0006646105076236    0.009064460000005          44.67083621
         "BPMS.2L8.B1"       "BPMSW.1L8.B1"             20144.34           20154.2704                    5    0.004955725999994    0.001924055690209    0.004127769999997          44.67990067
        "BPMSW.1L8.B1"        "BPMS.2R8.B1"             20154.27           20207.3944                    5         0.4797404284     0.00134043255895           0.47595834          44.68402844
         "BPMS.2R8.B1"       "BPMSX.4R8.B1"             20207.39           20245.2459                    5    0.008617220000005    0.001610725631313     0.01030933000001          45.15998678
        "BPMSX.4R8.B1"       "BPMWB.4R8.B1"             20245.25           20290.6579                    5    0.009358597599997    0.001066333109472           0.01276874          45.17029611
        "BPMWB.4R8.B1"       "BPMYB.4R8.B1"             20290.66           20319.9304                    5          0.016848582   0.0008408311633179           0.01775671          45.18306485
        "BPMYB.4R8.B1"       "BPMYB.5R8.B1"             20319.93           20340.5074                    5           0.01375445   0.0006609884085283           0.01325113          45.20082156
        "BPMYB.5R8.B1"         "BPM.6R8.B1"             20340.51           20424.6154                    5          0.313188636    0.002037680768709           0.21758137          45.21407269
          "BPM.6R8.B1"       "BPM_A.7R8.B1"             20424.62           20446.8554                    5           0.04165754    0.002149945457366           0.06034501          45.43165406
        "BPM_A.7R8.B1"         "BPM.8R8.B1"             20446.86          20488.29241                    5         0.1345575044    0.001328133786594           0.21413939          45.49199907
          "BPM.8R8.B1"         "BPM.9R8.B1"             20488.29          20527.35742                    5         0.2656413716    0.001287899801065           0.16481076          45.70613846
          "BPM.9R8.B1"        "BPM.10R8.B1"             20527.36          20567.82043                    5         0.0524667916    0.001472103461633           0.05247378          45.87094922
         "BPM.10R8.B1"        "BPM.11R8.B1"             20567.82          20619.65914                    5         0.1014174104    0.001350567559636           0.16901145            45.923423
         "BPM.11R8.B1"        "BPM.12R8.B1"             20619.66          20674.38266                    5          0.171379512   0.0007367233262909           0.17736782          46.09243445
         "BPM.12R8.B1"        "BPM.13R8.B1"             20674.38          20727.83117                    5           0.15552699   0.0009680321010785           0.08555753          46.26980227
         "BPM.13R8.B1"        "BPM.14R8.B1"             20727.83          20781.27969                    5           0.07267896    0.001216890584716           0.06788676           46.3553598
         "BPM.14R8.B1"        "BPM.15R8.B1"             20781.28          20834.72821                    5          0.119587264   0.0009057912170058           0.19755751          46.42324656
         "BPM.15R8.B1"        "BPM.16R8.B1"             20834.73          20888.17672                    5          0.166387936    0.002321870579463           0.15500831          46.62080407
         "BPM.16R8.B1"        "BPM.17R8.B1"             20888.18          20941.62524                    5          0.141366092    0.002224733116803           0.07952947          46.77581238
         "BPM.17R8.B1"        "BPM.18R8.B1"             20941.63          20995.07375                    5     0.07141319979999    0.001211317250786           0.06787606          46.85534185
         "BPM.18R8.B1"        "BPM.19R8.B1"             20995.07          21048.52227                    5         0.1175133222   0.0009458148983866           0.19751485          46.92321791
         "BPM.19R8.B1"        "BPM.20R8.B1"             21048.52          21101.97079                    5          0.166219016    0.001023408094777           0.15505062          47.12073276
         "BPM.20R8.B1"        "BPM.21R8.B1"             21101.97           21155.4193                    5           0.14436798    0.001129661719121           0.07954041          47.27578338
         "BPM.21R8.B1"        "BPM.22R8.B1"             21155.42          21208.86782                    5           0.07091955   0.0008473351721009           0.06786548          47.35532379
         "BPM.22R8.B1"        "BPM.23R8.B1"             21208.87          21262.31633                    5          0.118673292   0.0007803256903525           0.19747218          47.42318927
         "BPM.23R8.B1"        "BPM.24R8.B1"             21262.32          21315.76485                    5          0.165318858   0.0007816100392081           0.15509291          47.62066145
         "BPM.24R8.B1"        "BPM.25R8.B1"             21315.76          21369.21337                    5          0.145943614   0.0008318633618005           0.07955137          47.77575436
         "BPM.25R8.B1"        "BPM.26R8.B1"             21369.21          21422.66188                    5        0.07216336724   0.0005280046149433           0.06785492          47.85530573
         "BPM.26R8.B1"        "BPM.27R8.B1"             21422.66           21476.1104                    5        0.11770449876   0.0007217518502668           0.19742948          47.92316065
         "BPM.27R8.B1"        "BPM.28R8.B1"             21476.11          21529.55891                    5           0.16469595   0.0009895449577492           0.15513521          48.12059013
         "BPM.28R8.B1"        "BPM.29R8.B1"             21529.56          21583.00743                    5           0.14541422    0.001311989787318           0.07956233          48.27572534
         "BPM.29R8.B1"        "BPM.30R8.B1"             21583.01          21636.45594                    5     0.07101051999999   0.0009964930586805     0.06784434999999          48.35528767
         "BPM.30R8.B1"        "BPM.31R8.B1"             21636.46          21689.90446                    5          0.121413074    0.001107481007109           0.19738678          48.42313202
         "BPM.31R8.B1"        "BPM.32R8.B1"              21689.9          21743.35298                    5          0.167375236    0.002012001101272           0.15517751           48.6205188
         "BPM.32R8.B1"        "BPM.33R8.B1"             21743.35          21796.80149                    5          0.141321176    0.001715386263632            0.0795733          48.77569631
         "BPM.33R8.B1"        "BPM.34R8.B1"              21796.8          21850.25001                    5       0.071281514242   0.0006771952554616            0.0678338          48.85526961
         "BPM.34R8.B1"        "BPM.33L1.B1"             21850.25          21903.69852                    5       0.118725555758    0.001248857872094           0.19734406          48.92310341
         "BPM.33L1.B1"        "BPM.32L1.B1"              21903.7          21957.14704                    5          0.169582384   0.0006991357260431            0.1552198          49.12044747
         "BPM.32L1.B1"        "BPM.31L1.B1"             21957.15          22010.59556                    5            0.1410446   0.0009537439487164           0.07958428          49.27566727
         "BPM.31L1.B1"        "BPM.30L1.B1"              22010.6          22064.04407                    5           0.07107294   0.0006329577499061           0.06782325          49.35525155
         "BPM.30L1.B1"        "BPM.29L1.B1"             22064.04          22117.49259                    5          0.120395384   0.0006814772789599           0.19730133           49.4230748
         "BPM.29L1.B1"        "BPM.28L1.B1"             22117.49           22170.9411                    5          0.167750716   0.0009969442255053           0.15526209          49.62037613
         "BPM.28L1.B1"        "BPM.27L1.B1"             22170.94          22224.38962                    5          0.141260514   0.0009870176101385     0.07959527000001          49.77563822
         "BPM.27L1.B1"        "BPM.26L1.B1"             22224.39          22277.83814                    5         0.0715962996   0.0009548723659425           0.06781272          49.85523349
         "BPM.26L1.B1"        "BPM.25L1.B1"             22277.84          22331.28665                    5         0.1185192944    0.001265175903553           0.19725858          49.92304621
         "BPM.25L1.B1"        "BPM.24L1.B1"             22331.29          22384.73517                    5          0.169772022    0.002569373916803           0.15530437          50.12030479
         "BPM.24L1.B1"        "BPM.23L1.B1"             22384.74          22438.18368                    5            0.1410057    0.002121873192577           0.07960627          50.27560916
         "BPM.23L1.B1"        "BPM.22L1.B1"             22438.18           22491.6322                    5           0.06988968    0.000810543081832           0.06780219          50.35521543
         "BPM.22L1.B1"        "BPM.21L1.B1"             22491.63          22545.08071                    5           0.12069456    0.000789463607205           0.19721581          50.42301762
         "BPM.21L1.B1"        "BPM.20L1.B1"             22545.08          22598.52923                    5           0.16878913    0.002167201466513           0.15534667          50.62023343
         "BPM.20L1.B1"        "BPM.19L1.B1"             22598.53          22651.97775                    5          0.141794284    0.002247435237764           0.07961727           50.7755801
         "BPM.19L1.B1"        "BPM.18L1.B1"             22651.98          22705.42626                    5     0.06979046259999   0.0003945654857417           0.06779166          50.85519737
         "BPM.18L1.B1"        "BPM.17L1.B1"             22705.43          22758.87478                    5         0.1200146354   0.0007172750194213           0.19717305          50.92298903
         "BPM.17L1.B1"        "BPM.16L1.B1"             22758.87          22812.32329                    5          0.170043738    0.001576296840254           0.15538895          51.12016208
         "BPM.16L1.B1"        "BPM.15L1.B1"             22812.32          22865.77181                    5           0.13902221     0.00178227627108     0.07962827999999          51.27555103
         "BPM.15L1.B1"        "BPM.14L1.B1"             22865.77          22919.22033                    5           0.06962506    0.001017561510211           0.06778115          51.35517931
         "BPM.14L1.B1"        "BPM.13L1.B1"             22919.22          22972.66884                    5          0.121232708   0.0006262912250944           0.19713025          51.42296046
         "BPM.13L1.B1"        "BPM.12L1.B1"             22972.67          23026.11736                    5          0.166461522   0.0007716891883716           0.15297236          51.62009071
         "BPM.12L1.B1"        "BPM.11L1.B1"             23026.12          23079.56587                    5          0.138629866   0.0007214346064131           0.07905337          51.77306307
         "BPM.11L1.B1"        "BPM.10L1.B1"             23079.57          23132.34658                    5     0.05954734599999    0.001227171975886           0.05169758          51.85211644
         "BPM.10L1.B1"         "BPM.9L1.B1"             23132.35           23171.4116                    5          0.051575556    0.001036684905265             0.068972          51.90381402
          "BPM.9L1.B1"         "BPM.8L1.B1"             23171.41          23211.87461                    5          0.146827804    0.002449108753545           0.23090145          51.97278602
          "BPM.8L1.B1"        "BPMR.7L1.B1"             23211.87          23250.94062                    5          0.269374058     0.00193843526377           0.16752087          52.20368747
         "BPMR.7L1.B1"        "BPMR.5L1.B1"             23250.94          23326.02462                    5           0.42961485    0.001234976222539           0.45326431          52.37120834
         "BPMR.5L1.B1"       "BPMYA.4L1.B1"             23326.02          23347.14262                    5          0.024011796    0.001636013598588           0.01410621          52.82447265
        "BPMYA.4L1.B1"       "BPMWB.4L1.B1"             23347.14          23368.27512                    5    0.007737649999996   0.0004049658780656    0.005954670000001          52.83857886
        "BPMWB.4L1.B1"       "BPMSY.4L1.B1"             23368.28          23460.99512                    5    0.008770606000004   0.0004202987768568    0.005922849999997          52.84453353
        "BPMSY.4L1.B1"        "BPMS.2L1.B1"                23461          23487.84062                    5    0.001783634000005   0.0002605755033575    0.001250430000006          52.85045638
         "BPMS.2L1.B1"       "BPMSW.1L1.B1"             23487.84          23497.79062                    5    0.001623855999995   0.0005048038692473   0.0008039699999998          52.85170681
        "BPMSW.1L1.B1"       "BPMSW.1R1.B1"             23497.79          23540.93362                    5          0.493372228   0.0009929999119712            0.4955793          52.85251078
        "BPMSW.1R1.B1"        "BPMS.2R1.B1"             23540.93          23550.89862                    5    0.001293659999999   0.0005993872176249   0.0006265700000014          53.34809008
         "BPMS.2R1.B1"       "BPMSY.4R1.B1"              23550.9          23577.62412                    5    0.001176489999994   0.0003396666897619   0.0008387999999968          53.34871665
        "BPMSY.4R1.B1"       "BPMWB.4R1.B1"             23577.62          23670.46412                    5    0.006745210000003   0.0001305254779514    0.005042500000002          53.34955545
        "BPMWB.4R1.B1"       "BPMYA.4R1.B1"             23670.46          23691.59662                    5    0.001285680000002   0.0002619678345329    0.001413960000001          53.35459795
        "BPMYA.4R1.B1"         "BPM.5R1.B1"              23691.6          23719.00462                    5    0.004768009999996   0.0004456335319588           0.00330701          53.35601191
          "BPM.5R1.B1"        "BPMR.6R1.B1"                23719          23750.90462                    5           0.01178932   0.0007610548406867    0.009968389999997          53.35931892
         "BPMR.6R1.B1"       "BPMSX.7R1.B1"              23750.9          23757.12012                    5    0.003803480000002   0.0003238419696929    0.003807700000003          53.36928731
        "BPMSX.7R1.B1"       "BPM_A.7R1.B1"             23757.12          23778.62862                    5           0.03544936    0.004308161295689           0.03467747          53.37309501
        "BPM_A.7R1.B1"         "BPM.8R1.B1"             23778.63          23820.06761                    5           0.12147408    0.004853684295596           0.23893167          53.40777248
          "BPM.8R1.B1"         "BPM.9R1.B1"             23820.07           23859.1346                    5          0.172252752    0.003085009711365           0.13253916          53.64670415
          "BPM.9R1.B1"        "BPM.10R1.B1"             23859.13          23899.59958                    5          0.130782222     0.00248665677472           0.06276813          53.77924331
         "BPM.10R1.B1"        "BPM.11R1.B1"              23899.6          23952.38227                    5          0.071863924   0.0009508697004837             0.066345          53.84201144
         "BPM.11R1.B1"        "BPM.12R1.B1"             23952.38          24007.10876                    5          0.111294104   0.0008186585041188           0.21354101          53.90835644
         "BPM.12R1.B1"        "BPM.13R1.B1"             24007.11          24060.56024                    5          0.182299378     0.00155324731059           0.15460805          54.12189745
         "BPM.13R1.B1"        "BPM.14R1.B1"             24060.56          24114.01173                    5           0.15399933    0.001455306257567           0.07927486           54.2765055
         "BPM.14R1.B1"        "BPM.15R1.B1"             24114.01          24167.46321                    5     0.06369618000001   0.0005694419688562           0.06814117          54.35578036
         "BPM.15R1.B1"        "BPM.16R1.B1"             24167.46          24220.91469                    5          0.103650868    0.001020977974692           0.19857577          54.42392153
         "BPM.16R1.B1"        "BPM.17R1.B1"             24220.91          24274.36618                    5          0.179345362    0.001807679092832           0.15400848           54.6224973
         "BPM.17R1.B1"        "BPM.18R1.B1"             24274.37          24327.81766                    5          0.153888428    0.001777751218694           0.07927458          54.77650578
         "BPM.18R1.B1"        "BPM.19R1.B1"             24327.82          24381.26915                    5     0.06423222800001   0.0002544908393692           0.06814117          54.85578036
         "BPM.19R1.B1"        "BPM.20R1.B1"             24381.27          24434.72063                    5          0.105332224    0.000415666438164           0.19857577          54.92392153
         "BPM.20R1.B1"        "BPM.21R1.B1"             24434.72          24488.17211                    5           0.18327862    0.001032376653177           0.15400848           55.1224973
         "BPM.21R1.B1"        "BPM.22R1.B1"             24488.17           24541.6236                    5           0.14890159    0.001573444768238           0.07927458          55.27650578
         "BPM.22R1.B1"        "BPM.23R1.B1"             24541.62          24595.07508                    5     0.06158532000001    0.001041535131586           0.06814117          55.35578036
         "BPM.23R1.B1"        "BPM.24R1.B1"             24595.08          24648.52657                    5           0.10642992    0.001064782267266           0.19857577          55.42392153
         "BPM.24R1.B1"        "BPM.25R1.B1"             24648.53          24701.97805                    5           0.18163299    0.001173663189786           0.15400848           55.6224973
         "BPM.25R1.B1"        "BPM.26R1.B1"             24701.98          24755.42954                    5          0.149424876    0.001644218943907           0.07927458          55.77650578
         "BPM.26R1.B1"        "BPM.27R1.B1"             24755.43          24808.88102                    5     0.06397169400001   0.0004328208090515           0.06814117          55.85578036
         "BPM.27R1.B1"        "BPM.28R1.B1"             24808.88           24862.3325                    5           0.10612937   0.0007337485993562           0.19857577          55.92392153
         "BPM.28R1.B1"        "BPM.29R1.B1"             24862.33          24915.78399                    5            0.1790577    0.001073160715738           0.15400848           56.1224973
         "BPM.29R1.B1"        "BPM.30R1.B1"             24915.78          24969.23547                    5           0.15088941    0.001412697362612           0.07927458          56.27650578
         "BPM.30R1.B1"        "BPM.31R1.B1"             24969.24          25022.68696                    5     0.06261764000001    0.001097886263899           0.06814117          56.35578036
         "BPM.31R1.B1"        "BPM.32R1.B1"             25022.69          25076.13844                    5          0.105703072    0.000940133499387           0.19857577          56.42392153
         "BPM.32R1.B1"        "BPM.33R1.B1"             25076.14          25129.58992                    5          0.182305418    0.002153465160028           0.15400848           56.6224973
         "BPM.33R1.B1"        "BPM.34R1.B1"             25129.59          25183.04141                    5          0.150831494    0.001766712275109           0.07927458          56.77650578
         "BPM.34R1.B1"        "BPM.33L2.B1"             25183.04          25236.49289                    5     0.06141885140001   0.0007262612762872           0.06814117          56.85578036
         "BPM.33L2.B1"        "BPM.32L2.B1"             25236.49          25289.94438                    5         0.1049790366   0.0009559564615083           0.19857577          56.92392153
         "BPM.32L2.B1"        "BPM.31L2.B1"             25289.94          25343.39586                    5          0.181771418   0.0009931735782706           0.15400848           57.1224973
         "BPM.31L2.B1"        "BPM.30L2.B1"              25343.4          25396.84734                    5           0.15218269    0.001613214506005           0.07927458          57.27650578
         "BPM.30L2.B1"        "BPM.29L2.B1"             25396.85          25450.29883                    5     0.06247004000001   0.0003790618051285           0.06814117          57.35578036
         "BPM.29L2.B1"        "BPM.28L2.B1"              25450.3          25503.75031                    5          0.101121426   0.0007431725733163           0.19857577          57.42392153
         "BPM.28L2.B1"        "BPM.27L2.B1"             25503.75           25557.2018                    5          0.180118046    0.001364887772759           0.15400848           57.6224973
         "BPM.27L2.B1"        "BPM.26L2.B1"              25557.2          25610.65328                    5           0.15711156    0.001455999324226           0.07927458          57.77650578
         "BPM.26L2.B1"        "BPM.25L2.B1"             25610.65          25664.10477                    5     0.06102914480001    0.001004287359876           0.06814117          57.85578036
         "BPM.25L2.B1"        "BPM.24L2.B1"              25664.1          25717.55625                    5         0.1015414232    0.001281209867139           0.19857577          57.92392153
         "BPM.24L2.B1"        "BPM.23L2.B1"             25717.56          25771.00773                    5           0.18254117    0.002403963802607           0.15400848           58.1224973
         "BPM.23L2.B1"        "BPM.22L2.B1"             25771.01          25824.45922                    5           0.15620019     0.00167111535865           0.07927458          58.27650578
